idx	sample_id	random_ids	llm_text	llm_score	final_score
318	1447	['1674', '3501', '1899', '255', '3613', '733', '2460']	4	4.000000	4.000000
319	1448	['794', '2619', '690', '825', '814', '3469', '652']	2	2.000000	2.000000
320	1449	['3284', '2531', '1304', '3259', '2872', '1966', '3752']	4	4.000000	4.000000
321	1450	['2771', '1887', '2419', '10', '1248', '2155', '1520']	2	2.000000	2.000000
322	1451	['557', '1651', '2666', '1900', '803', '1696', '1585']	5	5.000000	5.000000
323	1452	['1151', '3292', '1183', '1722', '2485', '993', '3147']	2	2.000000	2.000000
324	2317	['2085', '3739', '3018', '1458', '1813', '3377', '3492']	4	4.000000	4.000000
325	2318	['2065', '1182', '1806', '2893', '231', '2509', '490']	2	2.000000	2.000000
326	2319	['3407', '634', '1109', '503', '1008', '422', '2896']	5	5.000000	5.000000
327	2320	['1063', '1928', '2933', '2899', '511', '3413', '155']	2	2.000000	2.000000
328	2321	['3358', '1325', '2728', '2530', '3464', '3079', '1889']	4	4.000000	4.000000
329	2322	['699', '210', '894', '1074', '3497', '2069', '179']	2	2.000000	2.000000
330	469	['649', '3247', '2485', '2151', '3464', '3680', '621']	2	2.000000	2.000000
331	470	['2383', '2248', '886', '2139', '1546', '2485', '3338']	4	4.000000	4.000000
332	471	['1139', '1018', '2030', '424', '925', '2864', '2979']	2	2.000000	2.000000
333	472	['3261', '1767', '1062', '847', '3595', '2464', '1098']	2	2.000000	2.000000
334	473	['2158', '340', '1394', '1075', '2617', '441', '3024']	2	2.000000	2.000000
335	474	['2781', '460', '2673', '2665', '779', '1097', '645']	3	3.000000	3.000000
336	3253	['3592', '745', '2855', '282', '156', '280', '3236']	2	2.000000	2.000000
337	3254	['2483', '2953', '1784', '945', '2896', '7', '1488']	4	4.000000	4.000000
338	3255	['3743', '3074', '1630', '86', '1515', '341', '956']	2	2.000000	2.000000
339	3256	['1355', '1117', '1818', '3625', '3745', '1595', '1697']	3	3.000000	3.000000
340	3257	['2853', '1463', '3422', '3697', '698', '3707', '137']	2	2.000000	2.000000
341	3258	['2089', '3290', '2293', '2545', '3404', '2607', '1235']	4	4.000000	4.000000
342	1	['1107', '1332', '2383', '2892', '3649', '2672', '3259']	4	4.000000	4.000000
343	2	['901', '3100', '2770', '2505', '3740', '1932', '3473']	5	5.000000	5.000000
344	3	['1308', '1229', '3429', '2383', '537', '3613', '3151']	5	5.000000	5.000000
345	4	['3349', '3517', '3492', '2730', '987', '3288', '1802']	5	5.000000	5.000000
346	5	['2407', '2289', '885', '3269', '3689', '1687', '2633']	5	5.000000	5.000000
347	6	['3285', '2598', '2176', '2638', '1884', '464', '45']	5	5.000000	5.000000
348	835	['2411', '3467', '2750', '2654', '3737', '826', '1864']	5	5.000000	5.000000
349	836	['2903', '1200', '2338', '203', '903', '767', '710']	3	3.000000	3.000000
350	837	['2464', '1295', '1671', '185', '634', '2838', '1687']	5	5.000000	5.000000
351	838	['3467', '261', '2578', '1075', '1524', '3170', '476']	2	2.000000	2.000000
352	839	['763', '3089', '1354', '1687', '1691', '3698', '2474']	5	5.000000	5.000000
353	840	['39', '1803', '1541', '2981', '1280', '90', '1784']	3	3.000000	3.000000
354	283	['2893', '85', '3076', '2587', '1596', '1327', '636']	3	3.000000	3.000000
355	284	['2243', '3337', '2691', '2114', '2952', '3153', '42']	4	4.000000	4.000000
356	285	['890', '64', '3489', '66', '1785', '205', '3792']	2	2.000000	2.000000
357	286	['2147', '502', '2137', '2725', '946', '1461', '3751']	4	4.000000	4.000000
358	287	['1533', '1075', '339', '1774', '1455', '3300', '2090']	2	2.000000	2.000000
359	288	['2235', '1128', '600', '2386', '2431', '1501', '3212']	4	4.000000	4.000000
360	1573	['960', '2191', '93', '442', '2905', '2650', '3399']	4	4.000000	4.000000
361	1574	['1075', '3439', '2030', '2852', '2908', '1801', '1281']	4	4.000000	4.000000
362	1575	['1335', '2748', '3786', '2178', '3148', '2046', '231']	2	2.000000	2.000000
363	1576	['1696', '2769', '214', '1839', '3463', '3568', '112']	4	4.000000	4.000000
364	1577	['1780', '1330', '2920', '2324', '2639', '2233', '509']	4	4.000000	4.000000
365	1578	['2511', '1586', '2062', '40', '1152', '9', '1043']	4	4.000000	4.000000
366	2101	['1258', '2870', '1261', '2958', '3622', '2187', '1084']	4	4.000000	4.000000
367	2102	['596', '3273', '2575', '727', '410', '764', '2046']	3	3.000000	3.000000
368	2103	['1073', '1669', '2871', '1696', '3566', '3189', '1070']	4	4.000000	4.000000
369	2104	['116', '578', '1778', '1364', '2092', '977', '619']	4	4.000000	4.000000
370	2105	['3691', '1774', '3686', '1260', '461', '1866', '2728']	4	4.000000	4.000000
371	2106	['1593', '1168', '3560', '3046', '1646', '3238', '744']	4	4.000000	4.000000
372	2377	['2620', '2588', '786', '1015', '43', '3425', '3470']	3	3.000000	3.000000
373	2378	['575', '2220', '211', '408', '619', '2984', '315']	3	3.000000	3.000000
374	2379	['3470', '3197', '3023', '1246', '1396', '1109', '1820']	3	3.000000	3.000000
375	2380	['3563', '3080', '3651', '2144', '267', '1865', '51']	4	4.000000	4.000000
376	2381	['2220', '1110', '116', '1091', '3595', '1083', '803']	4	4.000000	4.000000
377	2382	['1694', '3494', '2608', '3529', '507', '1838', '183']	4	4.000000	4.000000
378	307	['2277', '499', '3440', '439', '506', '1338', '1398']	5	5.000000	5.000000
379	308	['2270', '3795', '2137', '1048', '2203', '466', '342']	2	2.000000	2.000000
380	309	['3186', '1702', '1497', '3500', '1416', '668', '2114']	4	4.000000	4.000000
381	310	['2138', '1455', '2002', '780', '2200', '2077', '2583']	2	2.000000	2.000000
382	311	['1352', '3388', '634', '462', '2204', '282', '3182']	5	5.000000	5.000000
383	312	['750', '2954', '2159', '183', '2272', '3515', '2487']	2	2.000000	2.000000
384	2707	['1349', '3074', '682', '2144', '2168', '2461', '3024']	3	3.000000	3.000000
385	2708	['1533', '3185', '2536', '3194', '229', '2867', '2784']	2	2.000000	2.000000
386	2709	['2954', '1874', '2870', '304', '1530', '575', '3441']	3	3.000000	3.000000
387	2710	['3756', '1078', '2431', '1119', '2730', '1699', '3238']	3	3.000000	3.000000
388	2711	['2093', '10', '231', '3562', '1543', '317', '1054']	3	3.000000	3.000000
389	2712	['3233', '2234', '3390', '928', '3454', '2520', '2341']	4	4.000000	4.000000
390	217	['2694', '1788', '2725', '2114', '3516', '3177', '2784']	2	2.000000	2.000000
391	218	['3158', '278', '2220', '2647', '2465', '2411', '3386']	2	2.000000	2.000000
392	219	['1963', '3405', '38', '1690', '2503', '2968', '41']	2	2.000000	2.000000
393	220	['95', '3497', '213', '3654', '1457', '3647', '3294']	2	2.000000	2.000000
394	221	['3493', '1221', '690', '1336', '3054', '3088', '2084']	2	2.000000	2.000000
395	222	['2186', '1383', '2088', '175', '2533', '3600', '3452']	1	1.000000	1.000000
396	805	['1599', '2568', '1606', '1733', '79', '2151', '2093']	4	4.000000	4.000000
397	806	['1847', '1873', '1588', '3280', '3185', '1484', '2523']	3	3.000000	3.000000
398	807	['1047', '2930', '851', '3341', '1949', '1331', '297']	4	4.000000	4.000000
399	808	['1544', '2089', '408', '2340', '645', '40', '44']	2	2.000000	2.000000
400	809	['574', '972', '2325', '34', '826', '278', '488']	3	3.000000	3.000000
401	810	['2458', '2667', '712', '3287', '3179', '501', '2611']	2	2.000000	2.000000
402	3223	['1899', '306', '2991', '1878', '426', '234', '1928']	4	4.000000	4.000000
403	3224	['3163', '2345', '1134', '1776', '85', '2201', '3522']	4	4.000000	4.000000
404	3225	['1226', '2865', '1049', '1689', '154', '1076', '2689']	4	4.000000	4.000000
405	3226	['1225', '1128', '2355', '240', '1259', '1675', '2198']	3	3.000000	3.000000
406	3227	['1013', '1537', '2278', '1137', '2367', '2638', '1877']	4	4.000000	4.000000
407	3228	['2303', '2325', '3570', '3237', '1403', '2638', '1656']	4	4.000000	4.000000
408	757	['1843', '1840', '3489', '3610', '2920', '2290', '2962']	2	2.000000	2.000000
409	758	['1384', '3274', '404', '1845', '1530', '2079', '2753']	4	4.000000	4.000000
410	759	['2063', '2066', '2295', '3470', '432', '512', '3691']	2	2.000000	2.000000
411	760	['2199', '373', '1731', '1727', '313', '541', '482']	5	5.000000	5.000000
412	761	['3607', '3360', '3454', '2638', '184', '781', '814']	4	4.000000	4.000000
413	762	['1085', '1096', '429', '733', '1543', '2279', '3686']	5	5.000000	5.000000
414	1099	['1596', '1095', '2340', '7', '1717', '2638', '1993']	5	5.000000	5.000000
415	1100	['2899', '3592', '499', '2401', '1681', '3740', '745']	2	2.000000	2.000000
416	1101	['3624', '345', '2725', '1357', '3157', '3743', '2994']	5	5.000000	5.000000
417	1102	['2045', '1679', '573', '545', '976', '1673', '1082']	2	2.000000	2.000000
418	1103	['85', '2386', '3213', '546', '1004', '3176', '111']	5	5.000000	5.000000
419	1104	['109', '2905', '1864', '1997', '1198', '3266', '782']	2	2.000000	2.000000
420	637	['299', '3408', '2986', '634', '3701', '767', '2486']	2	2.000000	2.000000
421	638	['1179', '1718', '2147', '2985', '546', '2185', '2726']	2	2.000000	2.000000
422	639	['3624', '3241', '1932', '2966', '3609', '2323', '1681']	2	2.000000	2.000000
423	640	['2959', '535', '1651', '1359', '2216', '1260', '720']	2	2.000000	2.000000
424	641	['2029', '1765', '2160', '2957', '540', '1897', '3045']	2	2.000000	2.000000
425	642	['3122', '2459', '3487', '987', '3512', '2512', '3065']	2	2.000000	2.000000
426	1609	['701', '1693', '1591', '1353', '3019', '1402', '2089']	2	2.000000	2.000000
427	1610	['2591', '179', '2899', '1006', '426', '3760', '1082']	2	2.000000	2.000000
428	1611	['1765', '89', '2280', '1693', '3170', '822', '1094']	2	2.000000	2.000000
429	1612	['2692', '1345', '1177', '2190', '515', '2918', '2473']	2	2.000000	2.000000
430	1613	['1815', '3252', '711', '1076', '1117', '1349', '3422']	3	3.000000	3.000000
431	1614	['3019', '2732', '2981', '1367', '1145', '1464', '3749']	2	2.000000	2.000000
432	1921	['2746', '927', '3385', '2607', '198', '1062', '2188']	5	5.000000	5.000000
433	1922	['1718', '2986', '3247', '1385', '2143', '827', '1266']	3	3.000000	3.000000
434	1923	['3514', '2833', '2579', '1382', '3222', '3743', '2232']	5	5.000000	5.000000
435	1924	['1296', '110', '1122', '476', '3431', '1530', '1843']	2	2.000000	2.000000
436	1925	['1453', '1798', '2435', '3047', '88', '692', '801']	5	5.000000	5.000000
437	1926	['8', '3017', '1683', '2509', '39', '282', '1733']	2	2.000000	2.000000
438	2311	['2139', '3079', '206', '2206', '3439', '2667', '3426']	3	3.000000	3.000000
439	2312	['2348', '2993', '1703', '1400', '3637', '1929', '2474']	3	3.000000	3.000000
440	2313	['1669', '1514', '1233', '924', '138', '59', '2367']	3	3.000000	3.000000
441	2314	['3690', '510', '229', '2952', '3065', '2898', '1383']	3	3.000000	3.000000
442	2315	['2355', '3266', '1781', '65', '1464', '1378', '2505']	3	3.000000	3.000000
443	2316	['800', '2890', '2474', '2983', '3084', '556', '3504']	2	2.000000	2.000000
444	3722	['1381', '3150', '1513', '3421', '2868', '3273', '978']	4	4.000000	4.000000
445	3723	['2919', '183', '3301', '961', '3452', '3655', '1462']	2	2.000000	2.000000
446	3724	['299', '2892', '574', '143', '2064', '2513', '202']	4	4.000000	4.000000
447	3725	['1013', '990', '1678', '1128', '1019', '441', '1821']	2	2.000000	2.000000
448	3726	['66', '2648', '545', '2984', '1802', '3750', '2896']	4	4.000000	4.000000
449	3727	['1069', '1500', '3733', '2769', '343', '467', '3022']	2	2.000000	2.000000
450	1213	['2837', '2478', '3170', '1398', '171', '974', '2780']	4	4.000000	4.000000
451	1214	['3177', '1872', '2404', '632', '1180', '1848', '1877']	2	2.000000	2.000000
452	1215	['2155', '1837', '2917', '298', '2889', '3191', '2672']	4	4.000000	4.000000
453	1216	['2150', '2992', '2154', '2968', '2770', '1194', '3567']	2	2.000000	2.000000
454	1217	['1870', '1842', '1746', '489', '2529', '3736', '2973']	4	4.000000	4.000000
455	1218	['1746', '1363', '1220', '2205', '703', '506', '3466']	2	2.000000	2.000000
456	523	['3649', '1179', '3687', '339', '1393', '1998', '824']	5	5.000000	5.000000
457	524	['2613', '785', '578', '1533', '1787', '2458', '2733']	4	4.000000	4.000000
458	525	['1296', '895', '3606', '2419', '1524', '599', '3197']	5	5.000000	5.000000
459	526	['318', '3645', '2529', '2617', '1012', '1675', '3247']	4	4.000000	4.000000
460	527	['1902', '1418', '1675', '996', '2387', '2078', '1678']	4	4.000000	4.000000
461	528	['2086', '1186', '737', '1518', '1080', '1414', '2248']	5	5.000000	5.000000
462	2107	['2476', '1522', '897', '3440', '2505', '2933', '1839']	4	4.000000	4.000000
463	2108	['1865', '1395', '3430', '3619', '316', '1144', '2230']	4	4.000000	4.000000
464	2109	['2358', '491', '1722', '1491', '3444', '2743', '865']	4	4.000000	4.000000
465	2110	['621', '3604', '1295', '2977', '1097', '1765', '2589']	4	4.000000	4.000000
466	2111	['3688', '2029', '2898', '876', '2436', '1281', '1426']	4	4.000000	4.000000
467	2112	['2548', '3265', '81', '477', '2355', '36', '2085']	4	4.000000	4.000000
468	67	['1307', '3790', '987', '1043', '2337', '2122', '2302']	2	2.000000	2.000000
469	68	['1428', '39', '1823', '2735', '1801', '739', '3430']	2	2.000000	2.000000
470	69	['1413', '2347', '345', '2986', '1702', '3590', '818']	3	3.000000	3.000000
471	70	['3408', '1013', '945', '819', '2082', '1068', '3311']	2	2.000000	2.000000
472	71	['3743', '1246', '3749', '2292', '2201', '3017', '933']	4	4.000000	4.000000
473	72	['3360', '83', '3429', '2176', '2851', '463', '3062']	2	2.000000	2.000000
474	583	['3498', '2001', '3260', '3614', '2217', '2960', '1602']	2	2.000000	2.000000
475	584	['898', '2732', '48', '935', '3784', '3695', '1534']	4	4.000000	4.000000
476	585	['2147', '653', '2326', '1963', '509', '2835', '2901']	3	3.000000	3.000000
477	586	['948', '769', '1051', '764', '1743', '875', '779']	4	4.000000	4.000000
478	587	['1731', '964', '3216', '1403', '10', '403', '2235']	3	3.000000	3.000000
479	588	['87', '1105', '3567', '3407', '3088', '777', '2580']	4	4.000000	4.000000
480	2497	['1881', '1058', '1264', '3749', '2566', '3613', '1132']	2	2.000000	2.000000
481	2498	['1003', '957', '2985', '3533', '1899', '3388', '1698']	2	2.000000	2.000000
482	2499	['3339', '3052', '1457', '1587', '1781', '1092', '3349']	2	2.000000	2.000000
483	2500	['2247', '3625', '2947', '1329', '1453', '2168', '544']	2	2.000000	2.000000
484	2501	['3537', '3390', '3498', '1167', '1149', '2189', '410']	2	2.000000	2.000000
485	2502	['748', '2783', '924', '1684', '795', '3735', '2081']	2	2.000000	2.000000
486	3770	['2584', '558', '2727', '1202', '2447', '962', '2402']	2	2.000000	2.000000
487	3771	['2512', '2906', '1813', '1698', '621', '377', '2605']	2	2.000000	2.000000
488	3772	['2594', '1130', '3048', '468', '1947', '2402', '3243']	2	2.000000	2.000000
489	3773	['3406', '489', '3206', '2147', '1423', '3456', '2094']	2	2.000000	2.000000
490	3774	['1417', '2159', '3471', '1725', '2909', '1505', '2580']	2	2.000000	2.000000
491	3775	['2249', '847', '543', '3352', '1484', '1117', '540']	2	2.000000	2.000000
492	385	['973', '3272', '1231', '3297', '3185', '670', '2357']	2	2.000000	2.000000
493	386	['1790', '2366', '2060', '2902', '1885', '60', '3612']	3	3.000000	3.000000
494	387	['1724', '2861', '315', '2124', '55', '955', '203']	2	2.000000	2.000000
495	388	['783', '2964', '128', '624', '2384', '2069', '1334']	3	3.000000	3.000000
496	389	['58', '462', '1185', '3637', '2198', '1745', '3413']	2	2.000000	2.000000
497	390	['398', '135', '3083', '3444', '962', '491', '49']	3	3.000000	3.000000
498	1633	['2196', '2240', '1230', '3323', '3076', '2747', '1631']	1	1.000000	1.000000
499	1634	['3444', '1057', '3048', '3404', '1511', '2219', '2216']	4	4.000000	4.000000
500	1635	['1932', '427', '1422', '2475', '1701', '3793', '3181']	1	1.000000	1.000000
501	1636	['3682', '2286', '2216', '2857', '1868', '153', '426']	4	4.000000	4.000000
502	1637	['1382', '1236', '2423', '3650', '3567', '597', '1194']	1	1.000000	1.000000
503	1638	['2527', '3181', '3289', '153', '1140', '2461', '2293']	5	5.000000	5.000000
504	3415	['468', '3018', '1070', '553', '88', '2088', '1057']	2	2.000000	2.000000
505	3416	['1797', '1899', '898', '1875', '1011', '2271', '127']	2	2.000000	2.000000
506	3417	['3745', '1363', '1109', '2895', '3273', '648', '3707']	3	3.000000	3.000000
507	3418	['2124', '2206', '1322', '176', '2078', '1194', '133']	2	2.000000	2.000000
508	3419	['511', '978', '44', '2144', '1132', '2668', '1545']	3	3.000000	3.000000
509	3420	['156', '2783', '3405', '235', '3162', '2083', '1516']	3	3.000000	3.000000
510	517	['479', '3652', '56', '1400', '702', '710', '2457']	5	5.000000	5.000000
511	518	['1966', '1731', '2991', '3756', '1676', '1995', '3424']	4	4.000000	4.000000
512	519	['1511', '3238', '3294', '1607', '3168', '201', '3083']	5	5.000000	5.000000
513	520	['3221', '3617', '1414', '114', '45', '543', '108']	4	4.000000	4.000000
514	521	['1776', '2198', '2001', '3786', '1227', '1118', '3632']	5	5.000000	5.000000
515	522	['2201', '3174', '3601', '2177', '1367', '2093', '2061']	4	4.000000	4.000000
516	1435	['3495', '270', '3378', '689', '991', '3083', '1110']	5	5.000000	5.000000
517	1436	['3266', '2838', '739', '2234', '42', '1165', '1511']	4	4.000000	4.000000
518	1437	['2327', '2588', '3322', '579', '1885', '177', '1651']	5	5.000000	5.000000
519	1438	['41', '2366', '3564', '2583', '1454', '683', '2412']	4	4.000000	4.000000
520	1439	['778', '1867', '443', '3352', '1838', '3342', '2194']	5	5.000000	5.000000
521	1440	['338', '1496', '3494', '1792', '1728', '3285', '920']	4	4.000000	4.000000
522	1615	['1871', '2752', '1491', '3406', '3014', '407', '205']	5	5.000000	5.000000
523	1616	['3172', '1379', '2458', '1726', '867', '1768', '1461']	3	3.000000	3.000000
524	1617	['3163', '1837', '2725', '1170', '3601', '1118', '2341']	4	4.000000	4.000000
525	1618	['1669', '2444', '1124', '306', '3467', '652', '3401']	4	4.000000	4.000000
526	1619	['2610', '3285', '2177', '2294', '3065', '3152', '3156']	3	3.000000	3.000000
527	1620	['408', '267', '3598', '42', '2610', '2549', '345']	3	3.000000	3.000000
528	2449	['3762', '3188', '477', '3310', '692', '1093', '651']	4	4.000000	4.000000
529	2450	['1840', '2086', '2900', '239', '3432', '1601', '2929']	2	2.000000	2.000000
530	2451	['3195', '3098', '3685', '633', '1996', '2965', '509']	4	4.000000	4.000000
531	2452	['1501', '2633', '1292', '2421', '3149', '1457', '965']	2	2.000000	2.000000
532	2453	['2520', '2152', '2455', '1206', '1279', '2508', '1366']	5	5.000000	5.000000
533	2454	['1145', '2728', '2237', '996', '3185', '3619', '3297']	3	3.000000	3.000000
534	2491	['2967', '1017', '2929', '2273', '515', '739', '1196']	3	3.000000	3.000000
535	2492	['2323', '935', '301', '1630', '3599', '3464', '3303']	2	2.000000	2.000000
536	2493	['946', '2193', '2069', '213', '258', '2594', '499']	3	3.000000	3.000000
537	2494	['2744', '2883', '685', '1063', '475', '2284', '3075']	3	3.000000	3.000000
538	2495	['3019', '3064', '1062', '2865', '1195', '115', '3388']	3	3.000000	3.000000
539	2496	['2174', '819', '1785', '599', '3474', '3451', '479']	3	3.000000	3.000000
540	2071	['3520', '1899', '1246', '2872', '827', '2123', '316']	4	4.000000	4.000000
541	2072	['933', '3281', '1263', '3074', '748', '105', '254']	2	2.000000	2.000000
542	2073	['539', '972', '3240', '297', '3733', '1602', '3168']	3	3.000000	3.000000
543	2074	['3236', '3156', '635', '812', '253', '1723', '2066']	2	2.000000	2.000000
544	2075	['1632', '1128', '2534', '2283', '974', '3687', '958']	2	2.000000	2.000000
545	2076	['114', '1847', '1717', '1047', '544', '2122', '1998']	2	2.000000	2.000000
546	2221	['3016', '1454', '3729', '1965', '1721', '3795', '3297']	4	4.000000	4.000000
547	2222	['1787', '127', '948', '1082', '597', '3599', '650']	3	3.000000	3.000000
548	2223	['644', '2906', '3521', '3623', '1847', '3686', '3354']	4	4.000000	4.000000
549	2224	['968', '2069', '2084', '2978', '733', '3495', '318']	3	3.000000	3.000000
550	2225	['430', '2651', '1863', '1744', '1630', '3386', '2138']	4	4.000000	4.000000
551	2226	['2929', '3086', '1079', '280', '1014', '1424', '2974']	3	3.000000	3.000000
552	2695	['2727', '443', '3708', '3047', '1150', '266', '2535']	3	3.000000	3.000000
553	2696	['3175', '1187', '2871', '2906', '3538', '2730', '1421']	2	2.000000	2.000000
554	2697	['478', '3613', '3183', '3651', '545', '707', '3236']	4	4.000000	4.000000
555	2698	['2435', '3608', '2565', '1694', '3498', '1790', '1678']	3	3.000000	3.000000
556	2699	['3697', '1105', '3303', '3599', '2327', '2461', '2893']	2	2.000000	2.000000
557	2700	['3168', '631', '177', '956', '196', '2605', '1352']	2	2.000000	2.000000
558	1705	['3730', '620', '1496', '7', '2140', '3571', '3620']	3	3.000000	3.000000
559	1706	['318', '1678', '3738', '815', '2488', '1236', '1484']	2	2.000000	2.000000
560	1707	['3563', '1198', '338', '1397', '1079', '1185', '3149']	2	2.000000	2.000000
561	1708	['3647', '204', '797', '7', '59', '687', '2618']	2	2.000000	2.000000
562	1709	['3062', '1262', '1931', '3692', '1734', '3157', '303']	2	2.000000	2.000000
563	1710	['1284', '1804', '1742', '3430', '976', '3407', '1711']	2	2.000000	2.000000
564	355	['2593', '3601', '2962', '3168', '3322', '1702', '1220']	4	4.000000	4.000000
565	356	['3278', '2731', '2505', '1384', '214', '970', '2300']	3	3.000000	3.000000
566	357	['619', '2992', '1538', '947', '2406', '2635', '1745']	3	3.000000	3.000000
567	358	['575', '2481', '3239', '1179', '1138', '3761', '1701']	3	3.000000	3.000000
568	359	['1244', '2146', '2860', '3708', '1898', '2169', '3099']	3	3.000000	3.000000
569	360	['736', '2614', '2091', '1815', '3426', '236', '3252']	3	3.000000	3.000000
570	655	['2743', '928', '133', '3276', '193', '2618', '2147']	4	4.000000	4.000000
571	656	['1182', '1006', '883', '3790', '3356', '1484', '3595']	2	2.000000	2.000000
572	657	['2412', '3492', '654', '545', '1655', '1727', '2979']	4	4.000000	4.000000
573	658	['3158', '793', '2481', '2503', '3632', '1722', '407']	2	2.000000	2.000000
574	659	['103', '1607', '1728', '3154', '499', '139', '1596']	4	4.000000	4.000000
575	660	['1545', '1144', '1256', '1416', '886', '2207', '2675']	2	2.000000	2.000000
576	2467	['2692', '2250', '738', '1123', '1781', '2168', '1815']	4	4.000000	4.000000
577	2468	['2091', '2240', '1525', '2487', '578', '1848', '2043']	2	2.000000	2.000000
578	2469	['2089', '237', '694', '2347', '1386', '2227', '1862']	4	4.000000	4.000000
579	2470	['2974', '1088', '648', '1332', '1692', '3156', '185']	2	2.000000	2.000000
580	2471	['821', '2886', '2368', '1293', '2115', '1744', '2735']	5	5.000000	5.000000
581	2472	['972', '1337', '510', '1042', '151', '514', '3734']	2	2.000000	2.000000
582	3433	['2004', '184', '1142', '2234', '1349', '884', '1050']	2	2.000000	2.000000
583	3434	['1592', '1702', '1541', '1522', '2504', '1901', '1744']	2	2.000000	2.000000
584	3435	['1772', '1281', '928', '3687', '3410', '1458', '3409']	2	2.000000	2.000000
585	3436	['3021', '478', '2744', '212', '2123', '873', '3694']	2	2.000000	2.000000
586	3437	['2657', '2043', '107', '1184', '3607', '3210', '971']	2	2.000000	2.000000
587	3438	['3073', '3797', '1040', '215', '970', '3696', '179']	2	2.000000	2.000000
